Name      Parent    Mass        Radius    Colour      Eccentricity            Periapsis               Inclination             Longitude Ascending     Argument Periapsis      Time of Periapsis       Mean motion             Mean anomaly            True anomaly            Semi-major Axis         Apoapsis                Orbital period
Ganymede  Jupiter   1482e20     2634000   150,137,108 1.538207484453388E-03,  1.068517983756430E+06,  2.314135015416385E+00,  3.402322801784552E+02,  3.587572095377466E+02,  2.459217044848848E+06,  5.825140442574027E-04,  2.822489726101765E+02,  2.820766496830261E+02,  1.070164118212658E+06,  1.071810252668886E+06,  6.180108506378301E+05,
Callisto  Jupiter   1076e20     2403000   220,220,220 7.175970606560962E-03,  1.869278977671141E+06,  1.966417013128334E+00,  3.369147527779522E+02,  2.877043590498019E+01,  2.459218539179668E+06,  2.496279104625274E-04,  2.944514243493226E+02,  2.937001015311936E+02,  1.882789822092811E+06,  1.896300666514482E+06,  1.442146430393011E+06,
Saturn    Sol       5.6834e26   60268000  214,197,96  5.151592687307457E-02,  1.359757375229043E+09,  2.489698963648560E+00,  1.136089091792636E+02,  3.363161973591764E+02,  2.463525240149187E+06,  3.845859674542004E-07,  2.167949734774805E+02,  2.134347945521113E+02,  1.433611184156469E+09,  1.507464993083895E+09,  9.360715950793803E+08,
Mimas     Saturn    3.75e19     198800    220,220,220 1.865391782963689E-02,  1.830161789324783E+05,  2.946086804801966E+01,  1.709499034448719E+02,  2.110143916366429E+02,  2.459215719780730E+06,  4.382013021617731E-03,  2.767897133632712E+02,  2.746617458132542E+02,  1.864950421238920E+05,  1.899739053153058E+05,  8.215402332763879E+04,
Enceladus Saturn    10.805e19   252300    211,237,237 6.584679566709725E-03,  2.374249973350307E+05,  2.805508477080273E+01,  1.695229765064124E+02,  1.815683382674971E+02,  2.459215629936948E+06,  3.020515971982532E-03,  3.260900193813492E+02,  3.256661738389130E+02,  2.389987273716243E+05,  2.405724574082178E+05,  1.191849350704516E+05,
Tethys    Saturn    61.76e19    536300    220,220,220 1.608341963385529E-03,  2.948214716062941E+05,  2.719577832201851E+01,  1.709806514012081E+02,  2.464503142905658E+02,  2.459215652663910E+06,  2.199311202217466E-03,  3.309907294006513E+02,  3.309011943641000E+02,  2.952964092128683E+05,  2.957713468194424E+05,  1.636876125748045E+05,
Dione     Saturn    109.572e19  562500    220,220,220 2.364098043563104E-03,  3.759822848763508E+05,  2.807182453758115E+01,  1.694861378311904E+02,  1.215337146595556E+02,  2.459216455246030E+06,  1.525388324571574E-03,  2.341047333247541E+02,  2.338856554567570E+02,  3.768732501897957E+05,  3.777642155032407E+05,  2.360054775567467E+05,
Rhea      Saturn    230.9e19    764500    220,220,220 1.617457782743334E-03,  5.255242185991142E+05,  2.796631033409315E+01,  1.701928773576221E+02,  1.742826832681241E+02,  2.459213247663803E+06,  9.241199895766259E-04,  1.798354571725011E+02,  1.798359883798343E+02,  5.263756089244153E+05,  5.272269992497164E+05,  3.895598018228450E+05,
Titan     Saturn    13455.3e19  2575500   255,197,105 2.865236203625647E-02,  1.186621495862165E+06,  2.770171383092765E+01,  1.690648934701065E+02,  1.751900204026233E+02,  2.459207990474965E+06,  2.612848237242140E-04,  1.695275935192582E+02,  1.701040371242347E+02,  1.221623906297548E+06,  1.256626316732930E+06,  1.377806773729728E+06,
Iapetus   Saturn    180.59e19   734500    133,143,120 2.809812014401143E-02,  3.461001759168200E+06,  1.708141643810113E+01,  1.388425026018017E+02,  2.313614972025219E+02,  2.459194444209521E+06,  5.251743141950216E-05,  9.554077720537987E+01,  9.873305629125025E+01,  3.561060875487795E+06,  3.661119991807390E+06,  6.854866856003839E+06,
Uranus    Sol       86.813e24   25559000  173,233,255 4.516071829934080E-02,  2.743843275111824E+09,  7.699211577948469E-01,  7.411748122720668E+01,  9.737574661427273E+01,  2.470192938992264E+06,  1.355015906773958E-07,  2.314834175506296E+02,  2.275750295661931E+02,  2.873617924709569E+09,  3.003392574307314E+09,  2.656795379303653E+09,
Miranda   Uranus    0.659e20    234200    220,220,220 1.667782262167454E-03,  1.296108612225490E+05,  1.015172882857124E+02,  1.699245399912419E+02,  3.089809144439052E+02,  2.459215895073576E+06,  2.948375403210524E-03,  2.593591014114068E+02,  2.591713466877417E+02,  1.298273850324497E+05,  1.300439088423504E+05,  1.221011407190520E+05,
Ariel     Uranus    13.53e20    581100    220,220,220 6.878138468546478E-04,  1.907615583754385E+05,  9.769430900250205E+01,  1.676563656733083E+02,  1.982678794582358E+02,  2.459214515633775E+06,  1.653631852121180E-03,  1.406401352281326E+02,  1.406900873137814E+02,  1.908928571258353E+05,  1.910241558762321E+05,  2.177026280294575E+05,
Umbriel   Uranus    11.72e20    584700    220,220,220 4.476360025112131E-03,  2.647316779947681E+05,  9.770292834909507E+01,  1.676940191201545E+02,  4.384039139218634E+01,  2.459213542942386E+06,  1.005753749819707E-03,  1.700626781147867E+02,  1.701507134655137E+02,  2.659220407879475E+05,  2.671124035811269E+05,  3.579404999131589E+05,
Titania   Uranus    35.27e20    788900    220,220,220 1.635662178531914E-03,  4.354766916188261E+05,  9.777611357225099E+01,  1.676275185515843E+02,  2.199532276861881E+02,  2.459213503280464E+06,  4.787330736668621E-04,  8.258938682780024E+01,  8.277530303326623E+01,  4.361901513520408E+05,  4.369036110852554E+05,  7.519848111653858E+05,
Oberon    Uranus    30.14e20    761400    220,220,220 1.097792803148710E-03,  5.828440949162652E+05,  9.790975006089108E+01,  1.677197560687273E+02,  2.247913544197787E+02,  2.459214454900772E+06,  3.094321992658470E-04,  2.794066725764046E+01,  2.799968221776943E+01,  5.834846401549754E+05,  5.841251853936855E+05,  1.163421262732609E+06,
Neptune   Sol       1.02413e26  24766000  47,100,224  1.223101037326348E-02,  4.471049024720191E+09,  1.764373364422486E+00,  1.316270838301604E+02,  2.454541148667604E+02,  2.463690957383290E+06,  6.854228312450930E-08,  3.334961030045342E+02,  3.328619815759529E+02,  4.526411612101464E+09,  4.581774199482738E+09,  5.252232397132851E+09,
Proteus   Neptune   4.4e19      208000    255,193,181 6.336128481166919E-04,  1.175237491389405E+05,  2.905123224181151E+01,  4.876448739854495E+01,  2.973630697018681E+02,  2.459215046982068E+06,  3.714828828736191E-03,  1.454011839492510E+02,  1.454423851004721E+02,  1.175982609079680E+05,  1.176727726769954E+05,  9.690890660027378E+04,
Triton    Neptune   2.1390e22   1352600   219,211,237 1.808077485389360E-05,  3.546862775352560E+05,  1.292968400447793E+02,  2.213411857989083E+02,  1.874905740179364E+02,  2.459216065276696E+06,  7.089668205040497E-04,  3.253741267518734E+02,  3.253729494421295E+02,  3.546926906539380E+05,  3.546991037726201E+05,  5.077811677337073E+05,
Pluto     Sol       1.307e22    1188300   222,213,195 2.554011758516679E-01,  4.485129407272106E+09,  1.710863873263865E+01,  1.102995403248322E+02,  1.174191959793344E+02,  2.448329343686649E+06,  4.464774230861824E-08,  4.199405487636829E+01,  6.675321474747280E+01,  6.023551557984490E+09,  7.561973708696875E+09,  8.063117671473170E+09,
Charon    Pluto     1.52e21     605000    220,220,220 1.824986456703359E-04,  1.746168434699477E+04,  1.128957645875859E+02,  2.274022037094188E+02,  2.341228240896886E+02,  2.459214507757538E+06,  6.521742013913791E-04,  5.591073039306136E+01,  5.592805186672454E+01,  1.746487166241997E+04,  1.746805897784516E+04,  5.519997559424447E+05,
Spacecraft    Vessel    100         100   4.548379670435681E+08, -6.117386649905193E+08, -7.666341935853094E+06,  2.107818012148225E+01,  6.738415501247430E+00, -1.826177706377803E-01  255,255,255
